"","IP","Item","X_","experimentName","order","response1","response2","response3","sound1","sound2","time","trialnumber","userCode","userFileName","view"
"591","90.91.208.28","16",1529940861436,"pilot","undefined","FAUX","Enregistrement 2",5,1,1,NA,31,"TAO36",36,"stimulus.ejs"
"592","90.91.208.28","48",1529940888060,"pilot","undefined","VRAI","Enregistrement 2",3,1,1,NA,32,"TAO36",36,"stimulus.ejs"
"593","90.91.208.28","6",1529941044247,"pilot","undefined","VRAI","Enregistrement 2",5,1,1,NA,33,"TAO36",36,"stimulus.ejs"
"594","90.91.208.28","31",1529941083787,"pilot","undefined","FAUX","Enregistrement 2",5,1,1,NA,34,"TAO36",36,"stimulus.ejs"
"595","90.91.208.28","19",1529941103478,"pilot","undefined","VRAI","Enregistrement 2",5,1,1,NA,35,"TAO36",36,"stimulus.ejs"
"596","90.91.208.28","43",1529941130027,"pilot","undefined","VRAI","Enregistrement 2",3,1,1,NA,36,"TAO36",36,"stimulus.ejs"
"597","92.89.172.43","undefined",1529940800922,"pilot","undefined","","",NA,NA,NA,NA,3,"TUF37",37,"undefined"
"598","107.178.45.13","undefined",1529940821871,"pilot","undefined","","",NA,NA,NA,NA,3,"TWY37",37,"undefined"
"599","107.178.45.13","57",1529940847269,"pilot","1","FAUX","Enregistrement 1",5,1,1,NA,4,"TWY37",37,"confidence.ejs"
"600","107.178.45.13","58",1529940863177,"pilot","1","FAUX","Enregistrement 1",5,1,1,NA,5,"TWY37",37,"confidence.ejs"
"601","107.178.45.13","59",1529940881418,"pilot","1","VRAI","Enregistrement 1",5,1,1,NA,6,"TWY37",37,"confidence.ejs"
"602","107.178.45.13","60",1529940903079,"pilot","1","FAUX","Enregistrement 1",5,1,1,NA,7,"TWY37",37,"confidence.ejs"
"603","92.89.172.43","undefined",1529941092776,"pilot","undefined","","",NA,NA,NA,NA,3,"HYE38",38,"undefined"
"604","92.89.172.43","57",1529941136212,"pilot","1","VRAI","Enregistrement 1",5,1,1,NA,4,"HYE38",38,"confidence.ejs"
"605","92.89.172.43","58",1529941159747,"pilot","1","FAUX","Enregistrement 1",5,1,1,NA,5,"HYE38",38,"confidence.ejs"
"606","92.89.172.43","59",1529941190530,"pilot","1","VRAI","Enregistrement 1",5,1,1,NA,6,"HYE38",38,"confidence.ejs"
"607","92.89.172.43","60",1529941232634,"pilot","1","FAUX","Enregistrement 1",5,1,1,NA,7,"HYE38",38,"confidence.ejs"
"608","92.89.172.43","2",1529941293099,"pilot","undefined","VRAI","Enregistrement 2",4,3,3,NA,9,"HYE38",38,"stimulus.ejs"
"609","92.89.172.43","30",1529941344458,"pilot","undefined","FAUX","Enregistrement 1",1,4,3,NA,10,"HYE38",38,"stimulus.ejs"
"610","92.89.172.43","19",1529941410043,"pilot","undefined","FAUX","Enregistrement 2",2,3,4,NA,11,"HYE38",38,"stimulus.ejs"
"611","92.89.172.43","45",1529941440154,"pilot","undefined","FAUX","Enregistrement 2",1,3,3,NA,12,"HYE38",38,"stimulus.ejs"
"612","86.241.15.29","undefined",1529942813449,"pilot","undefined","","",NA,NA,NA,NA,3,"IED39",39,"undefined"
"613","86.241.15.29","57",1529942853055,"pilot","1","VRAI","Enregistrement 2",5,1,1,NA,4,"IED39",39,"confidence.ejs"
"614","86.241.15.29","58",1529942880282,"pilot","1","FAUX","Enregistrement 1",5,1,1,NA,5,"IED39",39,"confidence.ejs"
"615","86.241.15.29","59",1529942906282,"pilot","1","VRAI","Enregistrement 1",5,1,1,NA,6,"IED39",39,"confidence.ejs"
"616","86.241.15.29","60",1529942937996,"pilot","1","FAUX","Enregistrement 1",5,1,1,NA,7,"IED39",39,"confidence.ejs"
"617","86.241.15.29","3",1529942968316,"pilot","undefined","VRAI","Enregistrement 2",1,2,2,NA,9,"IED39",39,"stimulus.ejs"
"618","86.241.15.29","32",1529943005965,"pilot","undefined","FAUX","Enregistrement 1",2,2,2,NA,10,"IED39",39,"stimulus.ejs"
"619","86.241.15.29","18",1529943041724,"pilot","undefined","VRAI","Enregistrement 1",1,1,1,NA,11,"IED39",39,"stimulus.ejs"
"620","86.241.15.29","44",1529943078016,"pilot","undefined","VRAI","Enregistrement 1",1,2,2,NA,12,"IED39",39,"stimulus.ejs"
"621","86.241.15.29","7",1529943102682,"pilot","undefined","FAUX","Enregistrement 2",3,1,1,NA,13,"IED39",39,"stimulus.ejs"
"622","86.241.15.29","35",1529943125871,"pilot","undefined","VRAI","Enregistrement 1",1,1,1,NA,14,"IED39",39,"stimulus.ejs"
"623","86.241.15.29","15",1529943158544,"pilot","undefined","FAUX","Enregistrement 1",2,1,1,NA,15,"IED39",39,"stimulus.ejs"
"624","86.241.15.29","45",1529943181689,"pilot","undefined","FAUX","Enregistrement 2",2,2,2,NA,16,"IED39",39,"stimulus.ejs"
"625","86.241.15.29","1",1529943201440,"pilot","undefined","FAUX","Enregistrement 1",4,1,1,NA,17,"IED39",39,"stimulus.ejs"
"626","86.241.15.29","31",1529943227310,"pilot","undefined","VRAI","Enregistrement 2",4,2,2,NA,18,"IED39",39,"stimulus.ejs"
"627","86.241.15.29","17",1529943265397,"pilot","undefined","VRAI","Enregistrement 1",1,2,2,NA,19,"IED39",39,"stimulus.ejs"
"628","77.147.226.190","undefined",1529944809728,"pilot","undefined","","",NA,NA,NA,NA,3,"NLP40",40,"undefined"
"629","77.147.226.190","57",1529944833778,"pilot","1","VRAI","Enregistrement 1",3,1,1,NA,4,"NLP40",40,"confidence.ejs"
"630","77.147.226.190","58",1529944858736,"pilot","1","FAUX","Enregistrement 1",4,1,1,NA,5,"NLP40",40,"confidence.ejs"
"631","77.147.226.190","59",1529944876372,"pilot","1","VRAI","Enregistrement 1",4,1,1,NA,6,"NLP40",40,"confidence.ejs"
"632","77.147.226.190","60",1529944901958,"pilot","1","VRAI","Enregistrement 1",1,1,1,NA,7,"NLP40",40,"confidence.ejs"
"633","77.147.226.190","7",1529944919855,"pilot","undefined","FAUX","Enregistrement 1",4,1,1,NA,9,"NLP40",40,"stimulus.ejs"
"634","77.147.226.190","30",1529944936610,"pilot","undefined","VRAI","Enregistrement 1",2,1,1,NA,10,"NLP40",40,"stimulus.ejs"
"635","77.147.226.190","19",1529944954603,"pilot","undefined","FAUX","Enregistrement 1",5,1,1,NA,11,"NLP40",40,"stimulus.ejs"
"636","77.147.226.190","48",1529944971963,"pilot","undefined","VRAI","Enregistrement 2",4,1,1,NA,12,"NLP40",40,"stimulus.ejs"
"637","77.147.226.190","3",1529944986254,"pilot","undefined","VRAI","Enregistrement 1",3,1,1,NA,13,"NLP40",40,"stimulus.ejs"
"638","77.147.226.190","33",1529945000625,"pilot","undefined","FAUX","Enregistrement 2",4,1,1,NA,14,"NLP40",40,"stimulus.ejs"
"639","77.147.226.190","17",1529945016553,"pilot","undefined","FAUX","Enregistrement 2",4,1,1,NA,15,"NLP40",40,"stimulus.ejs"
"640","77.147.226.190","44",1529945037903,"pilot","undefined","VRAI","Enregistrement 1",2,1,1,NA,16,"NLP40",40,"stimulus.ejs"
"641","77.147.226.190","4",1529945062951,"pilot","undefined","VRAI","Enregistrement 1",2,1,1,NA,17,"NLP40",40,"stimulus.ejs"
"642","77.147.226.190","29",1529945079079,"pilot","undefined","VRAI","Enregistrement 2",4,1,1,NA,18,"NLP40",40,"stimulus.ejs"
"643","77.147.226.190","21",1529945093632,"pilot","undefined","VRAI","Enregistrement 2",3,1,1,NA,19,"NLP40",40,"stimulus.ejs"
"644","77.147.226.190","49",1529945108734,"pilot","undefined","FAUX","Enregistrement 2",4,1,1,NA,20,"NLP40",40,"stimulus.ejs"
"645","77.147.226.190","5",1529945127972,"pilot","undefined","VRAI","Enregistrement 2",3,1,1,NA,21,"NLP40",40,"stimulus.ejs"
"646","77.147.226.190","34",1529945148066,"pilot","undefined","VRAI","Enregistrement 2",4,1,1,NA,22,"NLP40",40,"stimulus.ejs"
"647","77.147.226.190","16",1529945185232,"pilot","undefined","VRAI","Enregistrement 2",4,1,1,NA,23,"NLP40",40,"stimulus.ejs"
"648","77.147.226.190","43",1529945233234,"pilot","undefined","VRAI","Enregistrement 2",4,1,1,NA,24,"NLP40",40,"stimulus.ejs"
"649","77.147.226.190","1",1529945248905,"pilot","undefined","FAUX","Enregistrement 1",3,1,1,NA,25,"NLP40",40,"stimulus.ejs"
"650","77.147.226.190","32",1529945480603,"pilot","undefined","FAUX","Enregistrement 1",4,1,1,NA,26,"NLP40",40,"stimulus.ejs"
"651","77.147.226.190","15",1529945504111,"pilot","undefined","FAUX","Enregistrement 2",4,1,1,NA,27,"NLP40",40,"stimulus.ejs"
"652","77.147.226.190","47",1529945566550,"pilot","undefined","VRAI","Enregistrement 2",4,1,1,NA,28,"NLP40",40,"stimulus.ejs"
"653","77.147.226.190","2",1529945580206,"pilot","undefined","VRAI","Enregistrement 2",4,1,1,NA,29,"NLP40",40,"stimulus.ejs"
"654","77.147.226.190","35",1529945612212,"pilot","undefined","FAUX","Enregistrement 2",4,1,1,NA,30,"NLP40",40,"stimulus.ejs"
"655","77.147.226.190","20",1529945629911,"pilot","undefined","VRAI","Enregistrement 2",4,1,1,NA,31,"NLP40",40,"stimulus.ejs"
"656","77.147.226.190","46",1529945651207,"pilot","undefined","VRAI","Enregistrement 1",4,1,1,NA,32,"NLP40",40,"stimulus.ejs"
"657","77.147.226.190","6",1529945667174,"pilot","undefined","FAUX","Enregistrement 2",4,1,1,NA,33,"NLP40",40,"stimulus.ejs"
"658","77.147.226.190","31",1529945695311,"pilot","undefined","VRAI","Enregistrement 2",4,1,1,NA,34,"NLP40",40,"stimulus.ejs"
"659","77.147.226.190","18",1529945709535,"pilot","undefined","VRAI","Enregistrement 1",3,1,1,NA,35,"NLP40",40,"stimulus.ejs"
"660","77.147.226.190","45",1529945723442,"pilot","undefined","FAUX","Enregistrement 2",4,1,1,NA,36,"NLP40",40,"stimulus.ejs"
"661","37.70.132.125","undefined",1529950934844,"pilot","undefined","","",NA,NA,NA,NA,3,"MOP41",41,"undefined"
"662","37.70.132.125","57",1529950997704,"pilot","1","VRAI","Enregistrement 1",5,1,1,NA,4,"MOP41",41,"confidence.ejs"
"663","109.222.152.144","undefined",1530006628263,"pilot","undefined","","",NA,NA,NA,NA,3,"QRI42",42,"undefined"
"664","109.222.152.144","57",1530006653482,"pilot","1","VRAI","Enregistrement 1",5,1,1,NA,4,"QRI42",42,"confidence.ejs"
"665","109.222.152.144","58",1530006674690,"pilot","1","FAUX","Enregistrement 1",5,1,1,NA,5,"QRI42",42,"confidence.ejs"
"666","109.222.152.144","59",1530006693809,"pilot","1","VRAI","Enregistrement 1",5,1,1,NA,6,"QRI42",42,"confidence.ejs"
"667","109.222.152.144","60",1530006713049,"pilot","1","FAUX","Enregistrement 1",5,1,1,NA,7,"QRI42",42,"confidence.ejs"
"668","109.222.152.144","4",1530006745496,"pilot","undefined","VRAI","Enregistrement 2",4,2,2,NA,9,"QRI42",42,"stimulus.ejs"
"669","109.222.152.144","32",1530006770520,"pilot","undefined","FAUX","Enregistrement 1",3,2,2,NA,10,"QRI42",42,"stimulus.ejs"
"670","109.222.152.144","16",1530006793938,"pilot","undefined","FAUX","Enregistrement 2",3,1,1,NA,11,"QRI42",42,"stimulus.ejs"
"671","109.222.152.144","48",1530006822992,"pilot","undefined","VRAI","Enregistrement 1",3,1,1,NA,12,"QRI42",42,"stimulus.ejs"
"672","109.222.152.144","2",1530006841568,"pilot","undefined","VRAI","Enregistrement 1",3,2,1,NA,13,"QRI42",42,"stimulus.ejs"
"673","109.222.152.144","35",1530006866555,"pilot","undefined","FAUX","Enregistrement 1",3,1,1,NA,14,"QRI42",42,"stimulus.ejs"
"674","109.222.152.144","21",1530006898297,"pilot","undefined","VRAI","Enregistrement 1",3,1,1,NA,15,"QRI42",42,"stimulus.ejs"
"675","45.33.143.91","undefined",1530041428257,"pilot","undefined","","",NA,NA,NA,NA,3,"DZA43",43,"undefined"
"676","45.33.143.91","57",1530041444965,"pilot","1","VRAI","Enregistrement 1",5,1,1,NA,4,"DZA43",43,"confidence.ejs"
"677","45.33.143.91","58",1530041459060,"pilot","1","FAUX","Enregistrement 1",5,1,1,NA,5,"DZA43",43,"confidence.ejs"
"678","45.33.143.91","59",1530041474976,"pilot","1","VRAI","Enregistrement 1",5,1,1,NA,6,"DZA43",43,"confidence.ejs"
"679","45.33.143.91","60",1530041490414,"pilot","1","FAUX","Enregistrement 1",5,1,1,NA,7,"DZA43",43,"confidence.ejs"
"680","45.33.143.91","4",1530041527842,"pilot","undefined","VRAI","Enregistrement 2",4,1,1,NA,9,"DZA43",43,"stimulus.ejs"
"681","80.12.37.2","undefined",1530611136566,"pilot","undefined","","",NA,NA,NA,NA,3,"SGE44",44,"undefined"
"682","80.12.37.2","57",1530611200427,"pilot","1","VRAI","Enregistrement 1",5,2,1,NA,4,"SGE44",44,"confidence.ejs"
"683","80.12.37.2","58",1530611219537,"pilot","1","FAUX","Enregistrement 1",5,1,1,NA,5,"SGE44",44,"confidence.ejs"
"684","80.12.37.2","59",1530611252764,"pilot","1","VRAI","Enregistrement 1",5,1,1,NA,6,"SGE44",44,"confidence.ejs"
"685","165.230.225.253","undefined",1538520202167,"pilot","undefined","","",NA,NA,NA,NA,3,"OSR45",45,"undefined"
"686","165.230.225.253","57",1538520222603,"pilot","1","VRAI","Enregistrement 1",5,1,1,NA,4,"OSR45",45,"confidence.ejs"
"687","176.187.80.114","undefined",1523037242104,"pilot","undefined","","",NA,NA,NA,NA,3,"JLR1",1,"undefined"
"688","176.187.80.114","57",1523037284859,"pilot","1","VRAI","Enregistrement 1",5,1,1,NA,4,"JLR1",1,"confidence.ejs"
"689","176.187.80.114","58",1523037305297,"pilot","1","FAUX","Enregistrement 1",5,1,1,NA,5,"JLR1",1,"confidence.ejs"
"690","176.187.80.114","59",1523037327783,"pilot","1","VRAI","Enregistrement 1",4,1,1,NA,6,"JLR1",1,"confidence.ejs"
"691","176.187.80.114","60",1523037353114,"pilot","1","FAUX","Enregistrement 1",4,1,1,NA,7,"JLR1",1,"confidence.ejs"
"692","176.187.80.114","10",1523037384749,"pilot","undefined","VRAI","Enregistrement 1",1,2,2,NA,9,"JLR1",1,"stimulus.ejs"
"693","176.187.80.114","36",1523037411170,"pilot","undefined","FAUX","Enregistrement 1",2,1,1,NA,10,"JLR1",1,"stimulus.ejs"
"694","176.187.80.114","27",1523037454331,"pilot","undefined","FAUX","Enregistrement 2",3,1,1,NA,11,"JLR1",1,"stimulus.ejs"
"695","176.187.80.114","47",1523037476189,"pilot","undefined","VRAI","Enregistrement 1",2,1,1,NA,12,"JLR1",1,"stimulus.ejs"
"696","176.187.80.114","11",1523037508861,"pilot","undefined","VRAI","Enregistrement 1",3,1,1,NA,13,"JLR1",1,"stimulus.ejs"
"697","176.187.80.114","42",1523037531818,"pilot","undefined","VRAI","Enregistrement 2",1,1,1,NA,14,"JLR1",1,"stimulus.ejs"
"698","176.187.80.114","24",1523037551198,"pilot","undefined","FAUX","Enregistrement 2",1,1,1,NA,15,"JLR1",1,"stimulus.ejs"
"699","176.187.80.114","48",1523037572238,"pilot","undefined","VRAI","Enregistrement 1",1,1,1,NA,16,"JLR1",1,"stimulus.ejs"
"700","176.187.80.114","9",1523037589781,"pilot","undefined","VRAI","Enregistrement 2",1,1,1,NA,17,"JLR1",1,"stimulus.ejs"
"701","176.187.80.114","40",1523037609052,"pilot","undefined","FAUX","Enregistrement 2",3,1,1,NA,18,"JLR1",1,"stimulus.ejs"
"702","176.187.80.114","25",1523037628178,"pilot","undefined","VRAI","Enregistrement 1",3,1,1,NA,19,"JLR1",1,"stimulus.ejs"
"703","176.187.80.114","46",1523037645246,"pilot","undefined","VRAI","Enregistrement 1",2,1,1,NA,20,"JLR1",1,"stimulus.ejs"
"704","176.187.80.114","13",1523037667250,"pilot","undefined","VRAI","Enregistrement 2",4,1,1,NA,21,"JLR1",1,"stimulus.ejs"
"705","176.187.80.114","39",1523037683270,"pilot","undefined","FAUX","Enregistrement 1",3,1,1,NA,22,"JLR1",1,"stimulus.ejs"
"706","176.187.80.114","23",1523037697033,"pilot","undefined","FAUX","Enregistrement 1",3,1,1,NA,23,"JLR1",1,"stimulus.ejs"
"707","176.187.80.114","49",1523037709780,"pilot","undefined","FAUX","Enregistrement 1",2,1,1,NA,24,"JLR1",1,"stimulus.ejs"
"708","176.187.80.114","8",1523037729265,"pilot","undefined","FAUX","Enregistrement 1",2,1,1,NA,25,"JLR1",1,"stimulus.ejs"
"709","176.187.80.114","38",1523037747766,"pilot","undefined","FAUX","Enregistrement 1",4,1,1,NA,26,"JLR1",1,"stimulus.ejs"
"710","176.187.80.114","28",1523037765621,"pilot","undefined","VRAI","Enregistrement 1",2,1,1,NA,27,"JLR1",1,"stimulus.ejs"
"711","176.187.80.114","44",1523037783276,"pilot","undefined","VRAI","Enregistrement 1",2,1,1,NA,28,"JLR1",1,"stimulus.ejs"
"712","176.187.80.114","14",1523037796257,"pilot","undefined","FAUX","Enregistrement 2",2,1,1,NA,29,"JLR1",1,"stimulus.ejs"
"713","176.187.80.114","37",1523037815164,"pilot","undefined","FAUX","Enregistrement 1",3,1,1,NA,30,"JLR1",1,"stimulus.ejs"
"714","176.187.80.114","26",1523037831477,"pilot","undefined","VRAI","Enregistrement 1",4,1,1,NA,31,"JLR1",1,"stimulus.ejs"
"715","176.187.80.114","43",1523037847524,"pilot","undefined","VRAI","Enregistrement 1",1,1,1,NA,32,"JLR1",1,"stimulus.ejs"
"716","176.187.80.114","12",1523037864727,"pilot","undefined","FAUX","Enregistrement 2",2,1,1,NA,33,"JLR1",1,"stimulus.ejs"
"717","176.187.80.114","41",1523037876689,"pilot","undefined","FAUX","Enregistrement 1",2,1,1,NA,34,"JLR1",1,"stimulus.ejs"
"718","176.187.80.114","22",1523037888797,"pilot","undefined","VRAI","Enregistrement 1",2,1,1,NA,35,"JLR1",1,"stimulus.ejs"
"719","176.187.80.114","45",1523037905085,"pilot","undefined","FAUX","Enregistrement 1",2,1,1,NA,36,"JLR1",1,"stimulus.ejs"
"720","88.142.166.62","undefined",1524039299281,"pilot","undefined","","",NA,NA,NA,NA,3,"DFE2",2,"undefined"
"721","88.142.166.62","57",1524039382040,"pilot","1","VRAI","Enregistrement 1",2,1,1,NA,4,"DFE2",2,"confidence.ejs"
"722","88.142.166.62","58",1524039428193,"pilot","1","VRAI","Enregistrement 1",2,1,1,NA,5,"DFE2",2,"confidence.ejs"
"723","90.83.138.126","undefined",1524041076766,"pilot","undefined","","",NA,NA,NA,NA,3,"TZE3",3,"undefined"
"724","84.14.205.2","undefined",1524041131180,"pilot","undefined","","",NA,NA,NA,NA,3,"WPX3",3,"undefined"
"725","84.14.205.2","57",1524041157937,"pilot","1","VRAI","Enregistrement 1",4,1,1,NA,4,"WPX3",3,"confidence.ejs"
"726","84.14.205.2","58",1524041182591,"pilot","1","FAUX","Enregistrement 1",4,1,1,NA,5,"WPX3",3,"confidence.ejs"
"727","84.14.205.2","59",1524041202304,"pilot","1","VRAI","Enregistrement 1",5,1,1,NA,6,"WPX3",3,"confidence.ejs"
"728","84.14.205.2","60",1524041226853,"pilot","1","FAUX","Enregistrement 1",3,1,1,NA,7,"WPX3",3,"confidence.ejs"
"729","84.14.205.2","14",1524041280655,"pilot","undefined","FAUX","Enregistrement 1",3,2,2,NA,9,"WPX3",3,"stimulus.ejs"
"730","84.14.205.2","42",1524041307084,"pilot","undefined","VRAI","Enregistrement 1",1,2,2,NA,10,"WPX3",3,"stimulus.ejs"
"731","84.14.205.2","23",1524041329960,"pilot","undefined","FAUX","Enregistrement 2",2,2,2,NA,11,"WPX3",3,"stimulus.ejs"
"732","84.14.205.2","47",1524041521140,"pilot","undefined","VRAI","Enregistrement 1",3,1,1,NA,12,"WPX3",3,"stimulus.ejs"
"733","84.14.205.2","11",1524041534562,"pilot","undefined","VRAI","Enregistrement 2",3,1,1,NA,13,"WPX3",3,"stimulus.ejs"
"734","84.14.205.2","37",1524041551597,"pilot","undefined","FAUX","Enregistrement 1",3,1,1,NA,14,"WPX3",3,"stimulus.ejs"
"735","84.14.205.2","26",1524041572389,"pilot","undefined","VRAI","Enregistrement 2",1,1,1,NA,15,"WPX3",3,"stimulus.ejs"
"736","84.14.205.2","43",1524041587273,"pilot","undefined","VRAI","Enregistrement 2",3,1,1,NA,16,"WPX3",3,"stimulus.ejs"
"737","84.14.205.2","8",1524041619901,"pilot","undefined","FAUX","Enregistrement 2",1,1,1,NA,17,"WPX3",3,"stimulus.ejs"
"738","84.14.205.2","41",1524041636504,"pilot","undefined","FAUX","Enregistrement 2",1,1,1,NA,18,"WPX3",3,"stimulus.ejs"
"739","45.33.135.105","undefined",1524042458051,"pilot","undefined","","",NA,NA,NA,NA,3,"OXZ4",4,"undefined"
"740","45.33.135.105","57",1524042486160,"pilot","1","VRAI","Enregistrement 1",5,1,1,NA,4,"OXZ4",4,"confidence.ejs"
"741","45.33.135.105","58",1524042509555,"pilot","1","FAUX","Enregistrement 1",5,1,1,NA,5,"OXZ4",4,"confidence.ejs"
"742","2.7.76.252","undefined",1524043057591,"pilot","undefined","","",NA,NA,NA,NA,3,"ZXY5",5,"undefined"
"743","2.7.76.252","57",1524043130209,"pilot","1","VRAI","Enregistrement 1",4,1,1,NA,4,"ZXY5",5,"confidence.ejs"
"744","2.7.76.252","58",1524043180293,"pilot","1","FAUX","Enregistrement 1",5,1,1,NA,5,"ZXY5",5,"confidence.ejs"
"745","2.7.76.252","59",1524043221903,"pilot","1","VRAI","Enregistrement 1",5,1,1,NA,6,"ZXY5",5,"confidence.ejs"
"746","2.7.76.252","60",1524043288974,"pilot","1","FAUX","Enregistrement 1",4,1,1,NA,7,"ZXY5",5,"confidence.ejs"
"747","2.7.76.252","9",1524043321359,"pilot","undefined","VRAI","Enregistrement 2",4,1,1,NA,9,"ZXY5",5,"stimulus.ejs"
"748","2.7.76.252","41",1524043362094,"pilot","undefined","FAUX","Enregistrement 1",4,1,1,NA,10,"ZXY5",5,"stimulus.ejs"
"749","2.7.76.252","23",1524043397981,"pilot","undefined","FAUX","Enregistrement 2",3,1,1,NA,11,"ZXY5",5,"stimulus.ejs"
"750","2.7.76.252","45",1524043426022,"pilot","undefined","FAUX","Enregistrement 2",4,1,1,NA,12,"ZXY5",5,"stimulus.ejs"
"751","2.7.76.252","8",1524043458526,"pilot","undefined","FAUX","Enregistrement 2",4,1,1,NA,13,"ZXY5",5,"stimulus.ejs"
"752","2.7.76.252","37",1524043499749,"pilot","undefined","FAUX","Enregistrement 1",5,2,2,NA,14,"ZXY5",5,"stimulus.ejs"
"753","2.7.76.252","26",1524043537788,"pilot","undefined","VRAI","Enregistrement 1",3,1,1,NA,15,"ZXY5",5,"stimulus.ejs"
"754","2.7.76.252","49",1524043571688,"pilot","undefined","FAUX","Enregistrement 2",4,1,1,NA,16,"ZXY5",5,"stimulus.ejs"
"755","2.7.76.252","14",1524043601168,"pilot","undefined","FAUX","Enregistrement 2",5,1,1,NA,17,"ZXY5",5,"stimulus.ejs"
"756","2.7.76.252","36",1524043636255,"pilot","undefined","FAUX","Enregistrement 1",3,1,1,NA,18,"ZXY5",5,"stimulus.ejs"
"757","2.7.76.252","24",1524043682143,"pilot","undefined","VRAI","Enregistrement 2",4,1,1,NA,19,"ZXY5",5,"stimulus.ejs"
"758","2.7.76.252","47",1524043711023,"pilot","undefined","VRAI","Enregistrement 1",4,1,1,NA,20,"ZXY5",5,"stimulus.ejs"
"759","2.7.76.252","10",1524043734071,"pilot","undefined","VRAI","Enregistrement 1",4,1,1,NA,21,"ZXY5",5,"stimulus.ejs"
"760","2.7.76.252","38",1524043766310,"pilot","undefined","VRAI","Enregistrement 2",5,1,1,NA,22,"ZXY5",5,"stimulus.ejs"
"761","2.7.76.252","25",1524043790022,"pilot","undefined","VRAI","Enregistrement 1",5,1,1,NA,23,"ZXY5",5,"stimulus.ejs"
"762","2.7.76.252","43",1524043817173,"pilot","undefined","VRAI","Enregistrement 1",4,1,1,NA,24,"ZXY5",5,"stimulus.ejs"
"763","2.7.76.252","12",1524043842261,"pilot","undefined","FAUX","Enregistrement 1",5,1,1,NA,25,"ZXY5",5,"stimulus.ejs"
"764","2.7.76.252","39",1524043870961,"pilot","undefined","FAUX","Enregistrement 1",5,1,1,NA,26,"ZXY5",5,"stimulus.ejs"
"765","2.7.76.252","28",1524043913469,"pilot","undefined","VRAI","Enregistrement 2",4,1,1,NA,27,"ZXY5",5,"stimulus.ejs"
"766","2.7.76.252","48",1524043944292,"pilot","undefined","VRAI","Enregistrement 1",5,1,1,NA,28,"ZXY5",5,"stimulus.ejs"
"767","2.7.76.252","11",1524043974964,"pilot","undefined","VRAI","Enregistrement 1",4,1,1,NA,29,"ZXY5",5,"stimulus.ejs"
"768","2.7.76.252","40",1524043998127,"pilot","undefined","FAUX","Enregistrement 2",5,1,1,NA,30,"ZXY5",5,"stimulus.ejs"
"769","2.7.76.252","27",1524044031416,"pilot","undefined","FAUX","Enregistrement 2",4,1,1,NA,31,"ZXY5",5,"stimulus.ejs"
"770","2.7.76.252","44",1524044066583,"pilot","undefined","VRAI","Enregistrement 1",4,1,1,NA,32,"ZXY5",5,"stimulus.ejs"
"771","2.7.76.252","13",1524044087926,"pilot","undefined","VRAI","Enregistrement 2",4,1,1,NA,33,"ZXY5",5,"stimulus.ejs"
"772","2.7.76.252","42",1524044109499,"pilot","undefined","VRAI","Enregistrement 1",5,1,1,NA,34,"ZXY5",5,"stimulus.ejs"
"773","2.7.76.252","22",1524044139051,"pilot","undefined","VRAI","Enregistrement 2",4,1,1,NA,35,"ZXY5",5,"stimulus.ejs"
"774","2.7.76.252","46",1524044173238,"pilot","undefined","VRAI","Enregistrement 1",5,1,1,NA,36,"ZXY5",5,"stimulus.ejs"
"775","78.194.194.158","undefined",1524045547883,"pilot","undefined","","",NA,NA,NA,NA,3,"LYB6",6,"undefined"
"776","78.194.194.158","57",1524045577430,"pilot","1","VRAI","Enregistrement 1",5,1,1,NA,4,"LYB6",6,"confidence.ejs"
"777","78.194.194.158","58",1524045601457,"pilot","1","FAUX","Enregistrement 1",5,1,1,NA,5,"LYB6",6,"confidence.ejs"
"778","78.194.194.158","59",1524045620664,"pilot","1","VRAI","Enregistrement 1",5,1,1,NA,6,"LYB6",6,"confidence.ejs"
"779","78.194.194.158","60",1524045656790,"pilot","1","VRAI","Enregistrement 1",5,1,1,NA,7,"LYB6",6,"confidence.ejs"
"780","78.194.194.158","10",1524045691319,"pilot","undefined","VRAI","Enregistrement 2",3,2,2,NA,9,"LYB6",6,"stimulus.ejs"
"781","78.194.194.158","38",1524045707249,"pilot","undefined","VRAI","Enregistrement 1",3,1,1,NA,10,"LYB6",6,"stimulus.ejs"
"782","78.194.194.158","28",1524045727423,"pilot","undefined","VRAI","Enregistrement 2",4,1,1,NA,11,"LYB6",6,"stimulus.ejs"
"783","78.194.194.158","49",1524045749575,"pilot","undefined","FAUX","Enregistrement 1",3,1,1,NA,12,"LYB6",6,"stimulus.ejs"
"784","90.65.150.152","undefined",1524047059924,"pilot","undefined","","",NA,NA,NA,NA,3,"TVW7",7,"undefined"
"785","90.65.150.152","57",1524047114360,"pilot","1","VRAI","Enregistrement 2",4,1,1,NA,4,"TVW7",7,"confidence.ejs"
"786","90.65.150.152","58",1524047139832,"pilot","1","FAUX","Enregistrement 1",5,1,1,NA,5,"TVW7",7,"confidence.ejs"
"787","90.65.150.152","59",1524047177340,"pilot","1","VRAI","Enregistrement 1",4,1,1,NA,6,"TVW7",7,"confidence.ejs"
"788","90.65.150.152","60",1524047208796,"pilot","1","VRAI","Enregistrement 1",4,1,1,NA,7,"TVW7",7,"confidence.ejs"
