"","IP","Item","X_","experimentName","order","response1","response2","response3","sound1","sound2","time","trialnumber","userCode","userFileName","view"
"789","90.3.1.124","undefined",1524050102113,"pilot","undefined","","",NA,NA,NA,NA,3,"ZYC8",8,"undefined"
"790","90.3.1.124","57",1524050128393,"pilot","1","VRAI","Enregistrement 1",5,1,1,NA,4,"ZYC8",8,"confidence.ejs"
"791","90.3.1.124","58",1524050148536,"pilot","1","FAUX","Enregistrement 1",5,1,1,NA,5,"ZYC8",8,"confidence.ejs"
"792","90.3.1.124","59",1524050170123,"pilot","1","VRAI","Enregistrement 1",5,1,1,NA,6,"ZYC8",8,"confidence.ejs"
"793","90.3.1.124","60",1524050200203,"pilot","1","VRAI","Enregistrement 1",4,1,1,NA,7,"ZYC8",8,"confidence.ejs"
"794","90.3.1.124","9",1524050219577,"pilot","undefined","VRAI","Enregistrement 1",5,1,1,NA,9,"ZYC8",8,"stimulus.ejs"
"795","90.3.1.124","40",1524050234532,"pilot","undefined","FAUX","Enregistrement 1",5,1,1,NA,10,"ZYC8",8,"stimulus.ejs"
"796","90.3.1.124","27",1524050254746,"pilot","undefined","FAUX","Enregistrement 1",3,1,1,NA,11,"ZYC8",8,"stimulus.ejs"
"797","90.3.1.124","44",1524050276676,"pilot","undefined","VRAI","Enregistrement 2",3,1,1,NA,12,"ZYC8",8,"stimulus.ejs"
"798","90.3.1.124","11",1524050293430,"pilot","undefined","VRAI","Enregistrement 2",5,1,1,NA,13,"ZYC8",8,"stimulus.ejs"
"799","90.3.1.124","38",1524050308988,"pilot","undefined","VRAI","Enregistrement 2",5,1,1,NA,14,"ZYC8",8,"stimulus.ejs"
"800","90.3.1.124","28",1524050327352,"pilot","undefined","FAUX","Enregistrement 2",3,1,1,NA,15,"ZYC8",8,"stimulus.ejs"
"801","90.3.1.124","48",1524050345156,"pilot","undefined","VRAI","Enregistrement 2",5,1,1,NA,16,"ZYC8",8,"stimulus.ejs"
"802","90.3.1.124","10",1524050360370,"pilot","undefined","VRAI","Enregistrement 2",5,1,1,NA,17,"ZYC8",8,"stimulus.ejs"
"803","90.3.1.124","41",1524050376437,"pilot","undefined","FAUX","Enregistrement 2",5,1,1,NA,18,"ZYC8",8,"stimulus.ejs"
"804","90.3.1.124","25",1524050391447,"pilot","undefined","VRAI","Enregistrement 1",5,1,1,NA,19,"ZYC8",8,"stimulus.ejs"
"805","90.3.1.124","43",1524050408557,"pilot","undefined","FAUX","Enregistrement 2",5,1,1,NA,20,"ZYC8",8,"stimulus.ejs"
"806","90.3.1.124","12",1524050423723,"pilot","undefined","FAUX","Enregistrement 1",3,1,1,NA,21,"ZYC8",8,"stimulus.ejs"
"807","90.3.1.124","37",1524050442787,"pilot","undefined","VRAI","Enregistrement 2",5,1,1,NA,22,"ZYC8",8,"stimulus.ejs"
"808","90.3.1.124","22",1524050458183,"pilot","undefined","FAUX","Enregistrement 2",5,1,1,NA,23,"ZYC8",8,"stimulus.ejs"
"809","90.3.1.124","46",1524050476039,"pilot","undefined","VRAI","Enregistrement 2",5,1,1,NA,24,"ZYC8",8,"stimulus.ejs"
"810","90.3.1.124","8",1524050490639,"pilot","undefined","FAUX","Enregistrement 1",5,1,1,NA,25,"ZYC8",8,"stimulus.ejs"
"811","90.3.1.124","39",1524050509675,"pilot","undefined","FAUX","Enregistrement 2",5,1,1,NA,26,"ZYC8",8,"stimulus.ejs"
"812","90.3.1.124","24",1524050525855,"pilot","undefined","FAUX","Enregistrement 2",5,1,1,NA,27,"ZYC8",8,"stimulus.ejs"
"813","90.3.1.124","47",1524050540840,"pilot","undefined","VRAI","Enregistrement 2",5,1,1,NA,28,"ZYC8",8,"stimulus.ejs"
"814","90.3.1.124","13",1524050557825,"pilot","undefined","VRAI","Enregistrement 2",5,1,1,NA,29,"ZYC8",8,"stimulus.ejs"
"815","90.3.1.124","36",1524050571648,"pilot","undefined","FAUX","Enregistrement 2",5,1,1,NA,30,"ZYC8",8,"stimulus.ejs"
"816","90.3.1.124","23",1524050584827,"pilot","undefined","FAUX","Enregistrement 2",5,1,1,NA,31,"ZYC8",8,"stimulus.ejs"
"817","90.3.1.124","49",1524050598992,"pilot","undefined","FAUX","Enregistrement 2",5,1,1,NA,32,"ZYC8",8,"stimulus.ejs"
"818","90.3.1.124","14",1524050612251,"pilot","undefined","FAUX","Enregistrement 2",5,1,1,NA,33,"ZYC8",8,"stimulus.ejs"
"819","90.3.1.124","42",1524050627974,"pilot","undefined","VRAI","Enregistrement 2",5,1,1,NA,34,"ZYC8",8,"stimulus.ejs"
"820","90.3.1.124","26",1524050647235,"pilot","undefined","FAUX","Enregistrement 1",5,1,1,NA,35,"ZYC8",8,"stimulus.ejs"
"821","90.3.1.124","45",1524050663802,"pilot","undefined","FAUX","Enregistrement 2",5,1,1,NA,36,"ZYC8",8,"stimulus.ejs"
"822","90.44.80.17","undefined",1524055704136,"pilot","undefined","","",NA,NA,NA,NA,3,"IND9",9,"undefined"
"823","90.44.80.17","57",1524055823756,"pilot","1","VRAI","Enregistrement 2",3,2,2,NA,4,"IND9",9,"confidence.ejs"
"824","90.44.80.17","58",1524055881700,"pilot","1","FAUX","Enregistrement 1",5,1,1,NA,5,"IND9",9,"confidence.ejs"
"825","90.44.80.17","59",1524055971340,"pilot","1","FAUX","Enregistrement 1",4,2,2,NA,6,"IND9",9,"confidence.ejs"
"826","90.44.80.17","60",1524056048152,"pilot","1","FAUX","Enregistrement 1",5,1,1,NA,7,"IND9",9,"confidence.ejs"
"827","90.44.80.17","11",1524056107384,"pilot","undefined","VRAI","Enregistrement 1",4,1,1,NA,9,"IND9",9,"stimulus.ejs"
"828","90.44.80.17","38",1524056190944,"pilot","undefined","FAUX","Enregistrement 1",4,2,2,NA,10,"IND9",9,"stimulus.ejs"
"829","90.44.80.17","26",1524056240916,"pilot","undefined","VRAI","Enregistrement 1",5,1,1,NA,11,"IND9",9,"stimulus.ejs"
"830","90.44.80.17","43",1524056294308,"pilot","undefined","VRAI","Enregistrement 1",5,1,1,NA,12,"IND9",9,"stimulus.ejs"
"831","90.44.80.17","12",1524056384587,"pilot","undefined","VRAI","Enregistrement 1",5,1,1,NA,13,"IND9",9,"stimulus.ejs"
"832","90.44.80.17","37",1524056430925,"pilot","undefined","VRAI","Enregistrement 2",5,1,1,NA,14,"IND9",9,"stimulus.ejs"
"833","90.44.80.17","25",1524056480407,"pilot","undefined","FAUX","Enregistrement 2",3,1,1,NA,15,"IND9",9,"stimulus.ejs"
"834","90.44.80.17","47",1524056532811,"pilot","undefined","VRAI","Enregistrement 1",5,3,2,NA,16,"IND9",9,"stimulus.ejs"
"835","90.44.80.17","8",1524056579806,"pilot","undefined","FAUX","Enregistrement 1",5,1,1,NA,17,"IND9",9,"stimulus.ejs"
"836","90.44.80.17","39",1524056647636,"pilot","undefined","FAUX","Enregistrement 1",4,1,1,NA,18,"IND9",9,"stimulus.ejs"
"837","90.44.80.17","22",1524056695949,"pilot","undefined","VRAI","Enregistrement 1",3,1,1,NA,19,"IND9",9,"stimulus.ejs"
"838","90.44.80.17","48",1524056750374,"pilot","undefined","VRAI","Enregistrement 1",5,2,1,NA,20,"IND9",9,"stimulus.ejs"
"839","90.44.80.17","14",1524056799938,"pilot","undefined","FAUX","Enregistrement 1",5,2,2,NA,21,"IND9",9,"stimulus.ejs"
"840","90.44.80.17","42",1524056844122,"pilot","undefined","FAUX","Enregistrement 1",2,1,1,NA,22,"IND9",9,"stimulus.ejs"
"841","90.44.80.17","27",1524056903906,"pilot","undefined","FAUX","Enregistrement 1",3,2,1,NA,23,"IND9",9,"stimulus.ejs"
"842","90.44.80.17","49",1524056942396,"pilot","undefined","FAUX","Enregistrement 2",3,1,1,NA,24,"IND9",9,"stimulus.ejs"
"843","90.44.80.17","10",1524056980199,"pilot","undefined","FAUX","Enregistrement 1",5,1,1,NA,25,"IND9",9,"stimulus.ejs"
"844","90.44.80.17","40",1524057017238,"pilot","undefined","FAUX","Enregistrement 2",4,1,1,NA,26,"IND9",9,"stimulus.ejs"
"845","90.44.80.17","24",1524057077536,"pilot","undefined","FAUX","Enregistrement 2",4,1,1,NA,27,"IND9",9,"stimulus.ejs"
"846","90.44.80.17","45",1524057109151,"pilot","undefined","FAUX","Enregistrement 1",4,1,1,NA,28,"IND9",9,"stimulus.ejs"
"847","90.44.80.17","13",1524057162290,"pilot","undefined","VRAI","Enregistrement 1",5,1,1,NA,29,"IND9",9,"stimulus.ejs"
"848","90.44.80.17","41",1524057214385,"pilot","undefined","FAUX","Enregistrement 2",3,1,1,NA,30,"IND9",9,"stimulus.ejs"
"849","90.44.80.17","28",1524057269423,"pilot","undefined","VRAI","Enregistrement 2",5,1,1,NA,31,"IND9",9,"stimulus.ejs"
"850","90.44.80.17","46",1524057320178,"pilot","undefined","VRAI","Enregistrement 1",4,2,1,NA,32,"IND9",9,"stimulus.ejs"
"851","90.44.80.17","9",1524057353532,"pilot","undefined","VRAI","Enregistrement 1",4,1,1,NA,33,"IND9",9,"stimulus.ejs"
"852","90.44.80.17","36",1524057391530,"pilot","undefined","FAUX","Enregistrement 2",3,1,1,NA,34,"IND9",9,"stimulus.ejs"
"853","90.44.80.17","23",1524057427986,"pilot","undefined","FAUX","Enregistrement 1",4,1,1,NA,35,"IND9",9,"stimulus.ejs"
"854","90.44.80.17","44",1524057468044,"pilot","undefined","VRAI","Enregistrement 1",2,2,1,NA,36,"IND9",9,"stimulus.ejs"
"855","176.185.128.28","undefined",1524064706811,"pilot","undefined","","",NA,NA,NA,NA,3,"FGH10",10,"undefined"
"856","176.185.128.28","57",1524064752665,"pilot","1","VRAI","Enregistrement 1",5,2,1,NA,4,"FGH10",10,"confidence.ejs"
"857","176.185.128.28","58",1524064775750,"pilot","1","FAUX","Enregistrement 1",5,1,1,NA,5,"FGH10",10,"confidence.ejs"
"858","176.185.128.28","59",1524064806046,"pilot","1","VRAI","Enregistrement 1",5,1,1,NA,6,"FGH10",10,"confidence.ejs"
"859","176.185.128.28","60",1524064836713,"pilot","1","FAUX","Enregistrement 1",5,1,1,NA,7,"FGH10",10,"confidence.ejs"
"860","86.229.183.207","undefined",1524064890220,"pilot","undefined","","",NA,NA,NA,NA,3,"MVW11",11,"undefined"
"861","86.229.183.207","57",1524064974714,"pilot","1","VRAI","Enregistrement 1",5,2,1,NA,4,"MVW11",11,"confidence.ejs"
"862","86.229.183.207","58",1524065030696,"pilot","1","FAUX","Enregistrement 1",5,1,1,NA,5,"MVW11",11,"confidence.ejs"
"863","86.229.183.207","59",1524065071628,"pilot","1","VRAI","Enregistrement 1",5,1,1,NA,6,"MVW11",11,"confidence.ejs"
"864","78.245.100.165","undefined",1524067242798,"pilot","undefined","","",NA,NA,NA,NA,3,"BDC12",12,"undefined"
"865","78.245.100.165","57",1524067319321,"pilot","1","VRAI","Enregistrement 2",5,1,1,NA,4,"BDC12",12,"confidence.ejs"
"866","78.245.100.165","58",1524067421711,"pilot","1","VRAI","Enregistrement 1",4,1,1,NA,5,"BDC12",12,"confidence.ejs"
"867","78.245.100.165","59",1524067467584,"pilot","1","VRAI","Enregistrement 2",5,1,1,NA,6,"BDC12",12,"confidence.ejs"
"868","78.245.100.165","60",1524067501392,"pilot","1","VRAI","Enregistrement 1",5,1,1,NA,7,"BDC12",12,"confidence.ejs"
"869","78.245.100.165","11",1524067532358,"pilot","undefined","VRAI","Enregistrement 2",3,1,1,NA,9,"BDC12",12,"stimulus.ejs"
"870","78.245.100.165","41",1524067563430,"pilot","undefined","FAUX","Enregistrement 1",5,1,1,NA,10,"BDC12",12,"stimulus.ejs"
"871","78.245.100.165","23",1524067621211,"pilot","undefined","FAUX","Enregistrement 2",3,1,1,NA,11,"BDC12",12,"stimulus.ejs"
"872","78.245.100.165","44",1524067656879,"pilot","undefined","VRAI","Enregistrement 1",5,1,1,NA,12,"BDC12",12,"stimulus.ejs"
"873","78.245.100.165","12",1524067691703,"pilot","undefined","FAUX","Enregistrement 1",5,1,1,NA,13,"BDC12",12,"stimulus.ejs"
"874","78.245.100.165","42",1524067738015,"pilot","undefined","FAUX","Enregistrement 2",3,1,1,NA,14,"BDC12",12,"stimulus.ejs"
"875","78.245.100.165","24",1524067766911,"pilot","undefined","VRAI","Enregistrement 2",4,1,1,NA,15,"BDC12",12,"stimulus.ejs"
"876","78.245.100.165","43",1524067796038,"pilot","undefined","FAUX","Enregistrement 1",3,1,1,NA,16,"BDC12",12,"stimulus.ejs"
"877","78.245.100.165","9",1524067826687,"pilot","undefined","FAUX","Enregistrement 1",4,1,1,NA,17,"BDC12",12,"stimulus.ejs"
"878","78.245.100.165","40",1524067849927,"pilot","undefined","VRAI","Enregistrement 1",4,1,1,NA,18,"BDC12",12,"stimulus.ejs"
"879","78.245.100.165","26",1524067879870,"pilot","undefined","VRAI","Enregistrement 2",3,1,1,NA,19,"BDC12",12,"stimulus.ejs"
"880","78.245.100.165","49",1524067923542,"pilot","undefined","FAUX","Enregistrement 2",3,1,1,NA,20,"BDC12",12,"stimulus.ejs"
"881","78.245.100.165","10",1524067951863,"pilot","undefined","FAUX","Enregistrement 1",4,1,1,NA,21,"BDC12",12,"stimulus.ejs"
"882","78.245.100.165","39",1524067982157,"pilot","undefined","FAUX","Enregistrement 2",3,1,1,NA,22,"BDC12",12,"stimulus.ejs"
"883","78.245.100.165","22",1524068005277,"pilot","undefined","FAUX","Enregistrement 1",4,1,1,NA,23,"BDC12",12,"stimulus.ejs"
"884","78.245.100.165","48",1524068032589,"pilot","undefined","VRAI","Enregistrement 1",3,1,1,NA,24,"BDC12",12,"stimulus.ejs"
"885","78.245.100.165","8",1524068058229,"pilot","undefined","VRAI","Enregistrement 1",5,1,1,NA,25,"BDC12",12,"stimulus.ejs"
"886","78.245.100.165","36",1524068088902,"pilot","undefined","FAUX","Enregistrement 1",3,1,1,NA,26,"BDC12",12,"stimulus.ejs"
"887","78.245.100.165","25",1524068121454,"pilot","undefined","VRAI","Enregistrement 1",5,1,1,NA,27,"BDC12",12,"stimulus.ejs"
"888","78.245.100.165","46",1524068146799,"pilot","undefined","VRAI","Enregistrement 2",4,1,1,NA,28,"BDC12",12,"stimulus.ejs"
"889","78.245.100.165","13",1524068178077,"pilot","undefined","FAUX","Enregistrement 1",5,1,1,NA,29,"BDC12",12,"stimulus.ejs"
"890","78.245.100.165","37",1524068205799,"pilot","undefined","VRAI","Enregistrement 1",3,1,1,NA,30,"BDC12",12,"stimulus.ejs"
"891","78.245.100.165","27",1524068231702,"pilot","undefined","FAUX","Enregistrement 1",5,1,1,NA,31,"BDC12",12,"stimulus.ejs"
"892","78.245.100.165","45",1524068253197,"pilot","undefined","FAUX","Enregistrement 1",5,1,1,NA,32,"BDC12",12,"stimulus.ejs"
"893","78.245.100.165","14",1524068278533,"pilot","undefined","FAUX","Enregistrement 2",5,1,1,NA,33,"BDC12",12,"stimulus.ejs"
"894","78.245.100.165","38",1524068304110,"pilot","undefined","VRAI","Enregistrement 1",5,1,1,NA,34,"BDC12",12,"stimulus.ejs"
"895","78.245.100.165","28",1524068331372,"pilot","undefined","FAUX","Enregistrement 2",3,1,1,NA,35,"BDC12",12,"stimulus.ejs"
"896","78.245.100.165","47",1524068355373,"pilot","undefined","VRAI","Enregistrement 1",3,1,1,NA,36,"BDC12",12,"stimulus.ejs"
"897","92.141.50.15","undefined",1524135424258,"pilot","undefined","","",NA,NA,NA,NA,3,"TNX13",13,"undefined"
"898","92.141.50.15","57",1524135461563,"pilot","1","VRAI","Enregistrement 2",5,1,1,NA,4,"TNX13",13,"confidence.ejs"
"899","82.238.108.114","undefined",1524159276410,"pilot","undefined","","",NA,NA,NA,NA,3,"NCR14",14,"undefined"
"900","82.238.108.114","57",1524159314528,"pilot","1","VRAI","Enregistrement 1",5,1,1,NA,4,"NCR14",14,"confidence.ejs"
"901","82.238.108.114","58",1524159360438,"pilot","1","FAUX","Enregistrement 1",5,1,1,NA,5,"NCR14",14,"confidence.ejs"
"902","82.238.108.114","59",1524159392036,"pilot","1","VRAI","Enregistrement 1",5,1,1,NA,6,"NCR14",14,"confidence.ejs"
"903","82.238.108.114","60",1524159436148,"pilot","1","VRAI","Enregistrement 1",5,1,1,NA,7,"NCR14",14,"confidence.ejs"
"904","82.238.108.114","14",1524159462320,"pilot","undefined","FAUX","Enregistrement 2",5,1,1,NA,9,"NCR14",14,"stimulus.ejs"
"905","82.238.108.114","38",1524159497516,"pilot","undefined","VRAI","Enregistrement 1",1,2,2,NA,10,"NCR14",14,"stimulus.ejs"
"906","82.238.108.114","26",1524159538612,"pilot","undefined","FAUX","Enregistrement 2",5,1,1,NA,11,"NCR14",14,"stimulus.ejs"
"907","82.238.108.114","48",1524159579196,"pilot","undefined","VRAI","Enregistrement 1",5,2,2,NA,12,"NCR14",14,"stimulus.ejs"
"908","82.238.108.114","12",1524159601832,"pilot","undefined","FAUX","Enregistrement 1",5,1,1,NA,13,"NCR14",14,"stimulus.ejs"
"909","82.238.108.114","37",1524159630296,"pilot","undefined","FAUX","Enregistrement 1",5,2,2,NA,14,"NCR14",14,"stimulus.ejs"
"910","82.238.108.114","25",1524159656762,"pilot","undefined","VRAI","Enregistrement 1",5,2,1,NA,15,"NCR14",14,"stimulus.ejs"
"911","82.238.108.114","47",1524159691208,"pilot","undefined","FAUX","Enregistrement 1",5,2,2,NA,16,"NCR14",14,"stimulus.ejs"
"912","82.238.108.114","8",1524159708950,"pilot","undefined","FAUX","Enregistrement 1",5,1,1,NA,17,"NCR14",14,"stimulus.ejs"
"913","82.238.108.114","42",1524159826400,"pilot","undefined","FAUX","Enregistrement 1",5,4,5,NA,18,"NCR14",14,"stimulus.ejs"
"914","82.238.108.114","28",1524159851488,"pilot","undefined","VRAI","Enregistrement 2",5,1,1,NA,19,"NCR14",14,"stimulus.ejs"
"915","82.238.108.114","49",1524159886102,"pilot","undefined","FAUX","Enregistrement 2",5,2,2,NA,20,"NCR14",14,"stimulus.ejs"
"916","82.238.108.114","9",1524159912972,"pilot","undefined","VRAI","Enregistrement 1",5,2,2,NA,21,"NCR14",14,"stimulus.ejs"
"917","82.238.108.114","36",1524159939838,"pilot","undefined","FAUX","Enregistrement 2",5,2,2,NA,22,"NCR14",14,"stimulus.ejs"
"918","82.238.108.114","22",1524159962728,"pilot","undefined","VRAI","Enregistrement 1",5,1,1,NA,23,"NCR14",14,"stimulus.ejs"
"919","82.238.108.114","43",1524159983712,"pilot","undefined","FAUX","Enregistrement 2",5,1,1,NA,24,"NCR14",14,"stimulus.ejs"
"920","82.238.108.114","10",1524160003920,"pilot","undefined","VRAI","Enregistrement 2",5,1,1,NA,25,"NCR14",14,"stimulus.ejs"
"921","82.238.108.114","40",1524160028874,"pilot","undefined","FAUX","Enregistrement 2",5,2,2,NA,26,"NCR14",14,"stimulus.ejs"
"922","82.238.108.114","23",1524160054240,"pilot","undefined","FAUX","Enregistrement 1",5,2,1,NA,27,"NCR14",14,"stimulus.ejs"
"923","82.238.108.114","44",1524160096286,"pilot","undefined","FAUX","Enregistrement 2",5,1,1,NA,28,"NCR14",14,"stimulus.ejs"
"924","82.238.108.114","13",1524160115858,"pilot","undefined","FAUX","Enregistrement 2",5,1,1,NA,29,"NCR14",14,"stimulus.ejs"
"925","82.238.108.114","41",1524160145938,"pilot","undefined","FAUX","Enregistrement 2",5,1,1,NA,30,"NCR14",14,"stimulus.ejs"
"926","82.238.108.114","27",1524160170454,"pilot","undefined","FAUX","Enregistrement 2",5,1,1,NA,31,"NCR14",14,"stimulus.ejs"
"927","82.238.108.114","45",1524160188748,"pilot","undefined","FAUX","Enregistrement 2",5,1,1,NA,32,"NCR14",14,"stimulus.ejs"
"928","82.238.108.114","11",1524160229196,"pilot","undefined","VRAI","Enregistrement 2",5,2,2,NA,33,"NCR14",14,"stimulus.ejs"
"929","82.238.108.114","39",1524160248784,"pilot","undefined","FAUX","Enregistrement 2",5,1,1,NA,34,"NCR14",14,"stimulus.ejs"
"930","82.238.108.114","24",1524160268812,"pilot","undefined","VRAI","Enregistrement 2",5,1,1,NA,35,"NCR14",14,"stimulus.ejs"
"931","82.238.108.114","46",1524160294370,"pilot","undefined","FAUX","Enregistrement 2",5,1,1,NA,36,"NCR14",14,"stimulus.ejs"
"932","90.91.100.176","undefined",1524169333318,"pilot","undefined","","",NA,NA,NA,NA,3,"CFJ15",15,"undefined"
"933","90.91.100.176","57",1524169377202,"pilot","1","FAUX","Enregistrement 1",2,1,1,NA,4,"CFJ15",15,"confidence.ejs"
"934","90.91.100.176","58",1524169408303,"pilot","1","VRAI","Enregistrement 1",3,1,1,NA,5,"CFJ15",15,"confidence.ejs"
"935","90.91.100.176","59",1524169428119,"pilot","1","VRAI","Enregistrement 1",4,1,1,NA,6,"CFJ15",15,"confidence.ejs"
"936","90.91.100.176","60",1524169449574,"pilot","1","FAUX","Enregistrement 1",5,1,1,NA,7,"CFJ15",15,"confidence.ejs"
"937","90.91.100.176","12",1524169478193,"pilot","undefined","FAUX","Enregistrement 1",4,1,1,NA,9,"CFJ15",15,"stimulus.ejs"
"938","90.91.100.176","42",1524169502247,"pilot","undefined","VRAI","Enregistrement 1",3,1,1,NA,10,"CFJ15",15,"stimulus.ejs"
"939","90.91.100.176","26",1524169525278,"pilot","undefined","FAUX","Enregistrement 2",3,1,1,NA,11,"CFJ15",15,"stimulus.ejs"
"940","90.91.100.176","49",1524169561819,"pilot","undefined","FAUX","Enregistrement 1",1,3,3,NA,12,"CFJ15",15,"stimulus.ejs"
"941","90.91.100.176","9",1524169582484,"pilot","undefined","VRAI","Enregistrement 1",4,1,1,NA,13,"CFJ15",15,"stimulus.ejs"
"942","90.91.100.176","40",1524169599032,"pilot","undefined","VRAI","Enregistrement 2",4,1,1,NA,14,"CFJ15",15,"stimulus.ejs"
"943","90.91.100.176","24",1524169616053,"pilot","undefined","FAUX","Enregistrement 2",4,1,1,NA,15,"CFJ15",15,"stimulus.ejs"
"944","90.91.100.176","48",1524169633411,"pilot","undefined","VRAI","Enregistrement 2",4,1,1,NA,16,"CFJ15",15,"stimulus.ejs"
"945","90.91.100.176","13",1524169652703,"pilot","undefined","VRAI","Enregistrement 2",5,1,1,NA,17,"CFJ15",15,"stimulus.ejs"
"946","90.91.100.176","36",1524169668280,"pilot","undefined","FAUX","Enregistrement 2",3,1,1,NA,18,"CFJ15",15,"stimulus.ejs"
"947","90.91.100.176","27",1524169690466,"pilot","undefined","FAUX","Enregistrement 1",4,1,1,NA,19,"CFJ15",15,"stimulus.ejs"
"948","90.91.100.176","47",1524169703872,"pilot","undefined","VRAI","Enregistrement 2",4,1,1,NA,20,"CFJ15",15,"stimulus.ejs"
"949","90.91.100.176","14",1524169724451,"pilot","undefined","VRAI","Enregistrement 1",5,1,1,NA,21,"CFJ15",15,"stimulus.ejs"
"950","90.91.100.176","41",1524169739324,"pilot","undefined","VRAI","Enregistrement 2",4,1,1,NA,22,"CFJ15",15,"stimulus.ejs"
"951","90.91.100.176","23",1524169755963,"pilot","undefined","FAUX","Enregistrement 1",3,1,1,NA,23,"CFJ15",15,"stimulus.ejs"
"952","90.91.100.176","44",1524169773353,"pilot","undefined","VRAI","Enregistrement 1",3,1,1,NA,24,"CFJ15",15,"stimulus.ejs"
"953","90.91.100.176","11",1524169789562,"pilot","undefined","VRAI","Enregistrement 2",5,1,2,NA,25,"CFJ15",15,"stimulus.ejs"
"954","90.91.100.176","37",1524169803724,"pilot","undefined","VRAI","Enregistrement 2",5,1,1,NA,26,"CFJ15",15,"stimulus.ejs"
"955","90.91.100.176","22",1524169821137,"pilot","undefined","VRAI","Enregistrement 2",5,1,1,NA,27,"CFJ15",15,"stimulus.ejs"
"956","90.91.100.176","43",1524169835353,"pilot","undefined","VRAI","Enregistrement 1",4,1,1,NA,28,"CFJ15",15,"stimulus.ejs"
"957","90.91.100.176","8",1524169851083,"pilot","undefined","VRAI","Enregistrement 1",5,1,1,NA,29,"CFJ15",15,"stimulus.ejs"
"958","90.91.100.176","38",1524169868616,"pilot","undefined","FAUX","Enregistrement 1",4,1,1,NA,30,"CFJ15",15,"stimulus.ejs"
"959","90.91.100.176","28",1524169884918,"pilot","undefined","VRAI","Enregistrement 2",5,1,1,NA,31,"CFJ15",15,"stimulus.ejs"
"960","90.91.100.176","45",1524169900145,"pilot","undefined","FAUX","Enregistrement 1",5,1,1,NA,32,"CFJ15",15,"stimulus.ejs"
"961","90.91.100.176","10",1524169918519,"pilot","undefined","FAUX","Enregistrement 2",2,1,1,NA,33,"CFJ15",15,"stimulus.ejs"
"962","90.91.100.176","39",1524169935810,"pilot","undefined","FAUX","Enregistrement 2",5,1,1,NA,34,"CFJ15",15,"stimulus.ejs"
"963","90.91.100.176","25",1524169947899,"pilot","undefined","VRAI","Enregistrement 1",5,1,1,NA,35,"CFJ15",15,"stimulus.ejs"
"964","90.91.100.176","46",1524169963383,"pilot","undefined","VRAI","Enregistrement 1",5,1,1,NA,36,"CFJ15",15,"stimulus.ejs"
"965","88.167.249.240","undefined",1524424552474,"pilot","undefined","","",NA,NA,NA,NA,3,"ABY16",16,"undefined"
"966","88.167.249.240","57",1524424610998,"pilot","1","VRAI","Enregistrement 1",5,2,1,NA,4,"ABY16",16,"confidence.ejs"
"967","88.167.249.240","58",1524424645535,"pilot","1","FAUX","Enregistrement 1",5,2,1,NA,5,"ABY16",16,"confidence.ejs"
"968","88.167.249.240","59",1524424671095,"pilot","1","VRAI","Enregistrement 1",5,1,1,NA,6,"ABY16",16,"confidence.ejs"
"969","88.167.249.240","60",1524424709680,"pilot","1","FAUX","Enregistrement 1",5,1,1,NA,7,"ABY16",16,"confidence.ejs"
"970","88.167.249.240","9",1524424743860,"pilot","undefined","VRAI","Enregistrement 1",3,2,2,NA,9,"ABY16",16,"stimulus.ejs"
"971","88.167.249.240","38",1524424771692,"pilot","undefined","VRAI","Enregistrement 1",3,1,1,NA,10,"ABY16",16,"stimulus.ejs"
"972","88.167.249.240","25",1524424804427,"pilot","undefined","VRAI","Enregistrement 1",3,1,1,NA,11,"ABY16",16,"stimulus.ejs"
"973","88.167.249.240","49",1524424830244,"pilot","undefined","FAUX","Enregistrement 1",3,1,1,NA,12,"ABY16",16,"stimulus.ejs"
"974","88.167.249.240","10",1524424854133,"pilot","undefined","VRAI","Enregistrement 1",3,1,1,NA,13,"ABY16",16,"stimulus.ejs"
"975","88.167.249.240","37",1524424889512,"pilot","undefined","FAUX","Enregistrement 1",3,2,1,NA,14,"ABY16",16,"stimulus.ejs"
"976","88.167.249.240","22",1524424920697,"pilot","undefined","VRAI","Enregistrement 2",4,1,1,NA,15,"ABY16",16,"stimulus.ejs"
"977","88.167.249.240","43",1524424946738,"pilot","undefined","VRAI","Enregistrement 1",3,1,1,NA,16,"ABY16",16,"stimulus.ejs"
"978","88.167.249.240","14",1524424969651,"pilot","undefined","FAUX","Enregistrement 2",4,1,1,NA,17,"ABY16",16,"stimulus.ejs"
"979","88.167.249.240","41",1524424996860,"pilot","undefined","FAUX","Enregistrement 1",3,1,1,NA,18,"ABY16",16,"stimulus.ejs"
"980","88.167.249.240","26",1524425030335,"pilot","undefined","FAUX","Enregistrement 1",3,1,1,NA,19,"ABY16",16,"stimulus.ejs"
"981","88.167.249.240","46",1524425059105,"pilot","undefined","VRAI","Enregistrement 1",3,1,1,NA,20,"ABY16",16,"stimulus.ejs"
"982","88.167.249.240","12",1524425084617,"pilot","undefined","VRAI","Enregistrement 2",3,1,1,NA,21,"ABY16",16,"stimulus.ejs"
"983","88.167.249.240","39",1524425110689,"pilot","undefined","FAUX","Enregistrement 1",3,1,1,NA,22,"ABY16",16,"stimulus.ejs"
"984","88.167.249.240","24",1524425136076,"pilot","undefined","FAUX","Enregistrement 1",3,1,1,NA,23,"ABY16",16,"stimulus.ejs"
